"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id_clean","gene_symbol"
"ENSG00000038427.16",20005.2970215955,1.49506352616169,0.337623920598469,4.42819194656455,9.50263173360322e-06,5.66743874102489e-05,"ENSG00000038427","VCAN"
"ENSG00000180332.6",5.3805288901514,-2.28714546518429,0.516512220573895,-4.42805682824514,9.50858519013147e-06,5.6700998588682e-05,"ENSG00000180332","KCTD4"
"ENSG00000148019.14",1567.51698073571,0.534823643911606,0.120783564505857,4.42795049226809,9.51327297144832e-06,5.67200552085332e-05,"ENSG00000148019","CEP78"
"ENSG00000143376.14",3859.61817058828,0.574649305488132,0.129789958944838,4.4275328396734,9.5317064022058e-06,5.68210473388511e-05,"ENSG00000143376","SNX27"
"ENSG00000143457.11",3748.43531140396,0.689055762217079,0.155653235812897,4.42686436050299,9.56128129508049e-06,5.69884146178245e-05,"ENSG00000143457","GOLPH3L"
"ENSG00000134321.12",1748.38999604336,1.28156734394155,0.289505350450708,4.42674838978408,9.56642099312399e-06,5.7001174616553e-05,"ENSG00000134321","RSAD2"
"ENSG00000274372.5",18.4418464213543,1.39111671777291,0.314252245861262,4.42675187240212,9.56626660879055e-06,5.7001174616553e-05,"ENSG00000274372",NA
"ENSG00000228232.1",294.614536100695,2.0065978483281,0.453324788058905,4.42640222018338,9.58177856116019e-06,5.70837348381922e-05,"ENSG00000228232",NA
"ENSG00000267683.1",0.841885577469555,-3.01669896787025,0.681546601859935,-4.42625487330977,9.58832264383474e-06,5.71137708093666e-05,"ENSG00000267683",NA
"ENSG00000015532.10",2665.90885669254,0.979265298977627,0.221246715181524,4.42612356153708,9.59415816095252e-06,5.71395773912909e-05,"ENSG00000015532","XYLT2"
"ENSG00000277449.1",82.1761691256152,-1.01932548083558,0.230305964843669,-4.42596213922419,9.60133644441235e-06,5.71733717002405e-05,"ENSG00000277449","CEBPB-AS1"
"ENSG00000128524.5",3252.09959827617,0.882625420707968,0.199429541981916,4.42575062819932,9.61074988690891e-06,5.72204631089808e-05,"ENSG00000128524","ATP6V1F"
"ENSG00000101188.5",9.02049440876811,2.28917773720562,0.517329527385451,4.42498952026762,9.64469651076644e-06,5.74135825018456e-05,"ENSG00000101188","NTSR1"
"ENSG00000118564.15",8701.42820402997,-0.683545912141595,0.154494791590834,-4.42439453850269,9.67131337958279e-06,5.75630152066447e-05,"ENSG00000118564","FBXL5"
"ENSG00000129347.21",1711.77478125436,0.661548244932297,0.149524218726396,4.4243551350221,9.67307859323374e-06,5.75645088794271e-05,"ENSG00000129347","KRI1"
"ENSG00000196670.14",1961.72957333196,0.62727980604754,0.141780168269859,4.42431274911171,9.67497775861567e-06,5.75667991068672e-05,"ENSG00000196670","ZFP62"
"ENSG00000232642.2",3.89175976217819,-1.41912355139579,0.32079197540579,-4.42381250216952,9.69741901175486e-06,5.76912963586637e-05,"ENSG00000232642","LOC105374328"
"ENSG00000167123.19",4482.81614915459,0.925937456543864,0.209322642385061,4.42349401858089,9.71173219284703e-06,5.77583697295181e-05,"ENSG00000167123","CERCAM"
"ENSG00000216867.2",2.66152801850642,2.38089609505811,0.538237621127348,4.42350367495918,9.71129792268177e-06,5.77583697295181e-05,"ENSG00000216867",NA
"ENSG00000160472.5",2.69565576785656,2.8393623676757,0.641965074074209,4.42292343048475,9.73742584707819e-06,5.79021185009663e-05,"ENSG00000160472","TMEM190"
"ENSG00000115257.15",209.750165836372,1.48937251009341,0.33680317152464,4.422085764072,9.77526373619572e-06,5.81180248563466e-05,"ENSG00000115257","PCSK4"
"ENSG00000104915.15",1858.97972841272,0.753261550889713,0.170357526603929,4.4216511351506,9.7949514818133e-06,5.82259703801615e-05,"ENSG00000104915","STX10"
"ENSG00000256802.2",9.90465404086144,2.07864775481354,0.470308247222385,4.4197561218412,9.88123491019463e-06,5.87296974845292e-05,"ENSG00000256802","LCIIAR"
"ENSG00000108819.11",4642.75182105251,1.0095542795792,0.22845410148534,4.41906830744288,9.9127315592763e-06,5.89076895772844e-05,"ENSG00000108819","PPP1R9B"
"ENSG00000164929.17",210.060391775929,-1.63847473675426,0.370790255031539,-4.41887216430456,9.92173097516074e-06,5.89519542076798e-05,"ENSG00000164929","BAALC"
"ENSG00000172936.16",3991.0910301387,0.674547110497585,0.152664728417873,4.41848695168944,9.93942797193947e-06,5.9047875348223e-05,"ENSG00000172936","MYD88"
"ENSG00000233547.1",4.495858710918,-1.3362450068619,0.30242608224978,-4.41841853361796,9.94257430794519e-06,5.90573378619588e-05,"ENSG00000233547",NA
"ENSG00000254481.1",8.89257804776581,1.23198729030901,0.278834802660284,4.41834117748204,9.94613282377981e-06,5.90598388970251e-05,"ENSG00000254481",NA
"ENSG00000257242.8",40.961154618509,-1.21559280042138,0.275122808390899,-4.41836432075906,9.94506806556228e-06,5.90598388970251e-05,"ENSG00000257242","LINC01619"
"ENSG00000271824.2",4.07646336986585,3.82828423394107,0.866459326141424,4.41830807106601,9.94765614777461e-06,5.90598388970251e-05,"ENSG00000271824","SMIM32"
"ENSG00000100983.12",2911.77373968011,0.543669801184459,0.123052655555489,4.41818828476479,9.95316973135123e-06,5.90833459302494e-05,"ENSG00000100983","GSS"
"ENSG00000121578.13",1207.68475597834,0.48207646665813,0.109123094579293,4.41773089845646,9.97424939902721e-06,5.91992335525401e-05,"ENSG00000121578","B4GALT4"
"ENSG00000064042.18",6856.45873105576,-1.23565038754545,0.279707029133638,-4.41765940374377,9.9775482433599e-06,5.92003272157525e-05,"ENSG00000064042","LIMCH1"
"ENSG00000198720.13",763.295173501792,1.17736504999107,0.266512375155525,4.41767497401955,9.9768297250361e-06,5.92003272157525e-05,"ENSG00000198720","ANKRD13B"
"ENSG00000171453.20",1130.58687913136,0.655316146207447,0.148356797015602,4.41716294359289,1.00004842174298e-05,5.93271547324587e-05,"ENSG00000171453","POLR1C"
"ENSG00000095370.20",1233.52728299503,-0.89867830610128,0.203469746394336,-4.41676623688118,1.00188478680001e-05,5.94268219226128e-05,"ENSG00000095370","SH2D3C"
"ENSG00000128708.13",3300.43418455521,0.472657186094003,0.107030278289211,4.41610723291604,1.00494245317631e-05,5.95988882332255e-05,"ENSG00000128708","HAT1"
"ENSG00000163374.19",2982.93392484472,0.468226255314862,0.106032296167571,4.41588338872611,1.00598307850345e-05,5.96512973472294e-05,"ENSG00000163374","YY1AP1"
"ENSG00000122515.15",6012.72383064985,0.63912146316082,0.144753876349076,4.41522865763934,1.0090327572729e-05,5.98134730511915e-05,"ENSG00000122515","ZMIZ2"
"ENSG00000203883.7",727.488726038208,-1.2427586705372,0.281469209760104,-4.41525618946529,1.00890433884168e-05,5.98134730511915e-05,"ENSG00000203883","SOX18"
"ENSG00000278908.1",6.29506303015234,2.1443834358052,0.485710195056418,4.414944256124,1.01036022307265e-05,5.98828248832346e-05,"ENSG00000278908",NA
"ENSG00000105552.15",2017.94520385221,0.858954186263149,0.194581347062956,4.41437064358095,1.01304267974478e-05,6.00324512400586e-05,"ENSG00000105552","BCAT2"
"ENSG00000287942.1",0.873696213804333,-3.41108904310596,0.772781329379716,-4.41404173913456,1.01458384384303e-05,6.01144090144837e-05,"ENSG00000287942",NA
"ENSG00000091844.8",126.584444247028,-1.05997232993054,0.240140859925374,-4.4139607489535,1.01496368704914e-05,6.01181747634356e-05,"ENSG00000091844","RGS17"
"ENSG00000197279.4",314.351305184941,1.16325977303792,0.263540799681546,4.41396464776447,1.0149453985502e-05,6.01181747634356e-05,"ENSG00000197279","ZNF165"
"ENSG00000130287.14",22.9081011041926,3.64577396202563,0.826013998979051,4.41369512687653,1.01621040553761e-05,6.01826430386546e-05,"ENSG00000130287","NCAN"
"ENSG00000126233.2",24.0821013509625,3.6036801298306,0.816553598919319,4.41328056676248,1.01815909966614e-05,6.02886575916016e-05,"ENSG00000126233","SLURP1"
"ENSG00000259905.7",4.75499791165144,-2.92877141420013,0.663652054438609,-4.41311285727521,1.01894845356762e-05,6.03260013430512e-05,"ENSG00000259905","PWRN1"
"ENSG00000027075.15",1856.61269659782,-0.591332660849431,0.133996460544136,-4.4130468704034,1.0192591924595e-05,6.03337835436142e-05,"ENSG00000027075","PRKCH"
"ENSG00000261924.1",5.69934058678011,1.86890793730538,0.423498868645647,4.41301754425498,1.0193973213222e-05,6.03337835436142e-05,"ENSG00000261924","LOC400627"
"ENSG00000158716.9",1966.44255726413,0.921875414679462,0.208934485399135,4.41227025265059,1.02292317171076e-05,6.05330391852187e-05,"ENSG00000158716","DUSP23"
"ENSG00000161677.12",813.529245915879,1.00839677074863,0.228545726823831,4.4122320060962,1.02310393846942e-05,6.05343131843036e-05,"ENSG00000161677","JOSD2"
"ENSG00000278902.1",1.06590602309755,2.97403846788451,0.674053490739822,4.41216981848175,1.02339792428663e-05,6.05422846121321e-05,"ENSG00000278902",NA
"ENSG00000279413.1",46.5564976939844,1.09526310029986,0.248239382237859,4.41212466138991,1.02361145054622e-05,6.05454944647804e-05,"ENSG00000279413",NA
"ENSG00000287670.1",30.0916347585722,1.52155779105324,0.344861230792919,4.41208710980593,1.02378904640298e-05,6.05465784054282e-05,"ENSG00000287670","LOC105374852"
"ENSG00000091513.16",2272.21041566194,-2.15869128934346,0.489329087678332,-4.41153273676325,1.02641431573264e-05,6.06923941710626e-05,"ENSG00000091513","TF"
"ENSG00000172428.11",2430.19416661322,0.922247975981654,0.209055870280668,4.41149045345385,1.02661481473446e-05,6.06948089924271e-05,"ENSG00000172428","COPS9"
"ENSG00000104067.17",6674.77998445943,-0.674765182226459,0.152969799657703,-4.41110064690133,1.02846496217146e-05,6.07852853497329e-05,"ENSG00000104067","TJP1"
"ENSG00000131871.15",3503.35537038821,0.660705258901261,0.149782303418581,4.41110360717886,1.02845089974923e-05,6.07852853497329e-05,"ENSG00000131871","SELENOS"
"ENSG00000011590.14",33.6320691909833,1.22946173213178,0.278723505717468,4.41104430344689,1.02873264960281e-05,6.07916550204425e-05,"ENSG00000011590","ZBTB32"
"ENSG00000008838.20",7067.73483627495,1.23918960860408,0.28094608074235,4.41077378737495,1.03001879682295e-05,6.08581979503021e-05,"ENSG00000008838","MED24"
"ENSG00000287258.1",24.0010207814138,2.63272994519632,0.596896167048739,4.41070003550776,1.03036971054188e-05,6.08694709343428e-05,"ENSG00000287258","LOC124901391"
"ENSG00000221817.10",180.14446713705,-0.690743194195003,0.156614717592434,-4.41046157611163,1.03150508941456e-05,6.09270757832417e-05,"ENSG00000221817","PPP3CB-AS1"
"ENSG00000121690.11",86.9998061658686,1.21483927968897,0.275457601919577,4.41025867945971,1.03247208377281e-05,6.09747184474499e-05,"ENSG00000121690","DEPDC7"
"ENSG00000122861.16",3204.09806895602,1.11081666236254,0.251883897811503,4.41003443258537,1.03354183926647e-05,6.10284141343818e-05,"ENSG00000122861","PLAU"
"ENSG00000170265.12",1954.25802909397,0.558858084661549,0.12672623578558,4.40996358170959,1.03388004886651e-05,6.10389036460015e-05,"ENSG00000170265","ZNF282"
"ENSG00000155511.18",87.8115968390584,-2.70062463003233,0.61246325136516,-4.40944762647021,1.03634617190366e-05,6.11749995728532e-05,"ENSG00000155511","GRIA1"
"ENSG00000117461.15",6534.1385119507,0.749367315840205,0.169981997478838,4.40850988313334,1.04084271527678e-05,6.14308893358901e-05,"ENSG00000117461","PIK3R3"
"ENSG00000171617.14",4065.09907348698,0.904728085015677,0.205232901180669,4.40829944814372,1.04185432190382e-05,6.14810494367802e-05,"ENSG00000171617","ENC1"
"ENSG00000090104.12",3691.40528020748,1.46051407540376,0.331314017057694,4.40824716193469,1.04210581863574e-05,6.14863459497715e-05,"ENSG00000090104","RGS1"
"ENSG00000175166.17",13320.6921958562,0.56917678005854,0.129120328236806,4.40811131624972,1.04275950756616e-05,6.1515367287597e-05,"ENSG00000175166","PSMD2"
"ENSG00000167194.7",2.13984875133975,3.374896285128,0.765744180575636,4.40734173466519,1.04647013023171e-05,6.17246889073056e-05,"ENSG00000167194","FIMP1"
"ENSG00000105402.8",3207.80998037268,0.574308263593632,0.130311396023638,4.40719907174854,1.04715937919508e-05,6.1755761402577e-05,"ENSG00000105402","NAPA"
"ENSG00000126001.16",2387.98503765247,0.668993695499977,0.151808145384361,4.40683662794351,1.04891240830471e-05,6.1849550491242e-05,"ENSG00000126001","CEP250"
"ENSG00000153246.13",2280.15422803983,-1.12742209901525,0.25592256175952,-4.40532515485932,1.05625319621834e-05,6.22727438806456e-05,"ENSG00000153246","PLA2R1"
"ENSG00000242611.2",19.0457631009201,-1.8603044556794,0.422296405726409,-4.4052102515043,1.05681325051537e-05,6.22961012844499e-05,"ENSG00000242611","LOC101929756"
"ENSG00000150782.12",545.229062161087,1.20408096979687,0.273436822885179,4.40350702254349,1.06514834350504e-05,6.2777696555572e-05,"ENSG00000150782","IL18"
"ENSG00000072609.18",1415.55300617276,0.466750306532837,0.105999745955456,4.40331533180256,1.0660903408838e-05,6.28234759086928e-05,"ENSG00000072609","CHFR"
"ENSG00000278743.1",9.41531157745976,1.60709294920027,0.365004433990195,4.40294089480414,1.06793267610697e-05,6.29222887200967e-05,"ENSG00000278743",NA
"ENSG00000100219.16",93585.7586962784,1.41079217619527,0.320472033692109,4.40223179521081,1.07142997855666e-05,6.31185659923002e-05,"ENSG00000100219","XBP1"
"ENSG00000216921.9",33.6883554821793,-1.76753145284928,0.401546519398827,-4.4018099210411,1.07351586151218e-05,6.323164777717e-05,"ENSG00000216921","FAM240C"
"ENSG00000048828.17",13917.1385167482,0.540918606315093,0.122886792179201,4.40176358030646,1.07374522136662e-05,6.32353595511263e-05,"ENSG00000048828","FAM120A"
"ENSG00000101266.19",7636.4033374156,0.644062363821868,0.146322323721483,4.40166850444372,1.07421593842513e-05,6.32532820620064e-05,"ENSG00000101266","CSNK2A1"
"ENSG00000234648.1",190.960950453909,-1.3057904809818,0.29668071213194,-4.40133256927429,1.07588071949458e-05,6.33316902316295e-05,"ENSG00000234648",NA
"ENSG00000267481.1",107.386469409528,-0.811272063352719,0.184323455171868,-4.40135012983707,1.07579363429789e-05,6.33316902316295e-05,"ENSG00000267481",NA
"ENSG00000285128.1",34.5155860513915,1.59900808319553,0.363316707154798,4.40114107528294,1.07683080101213e-05,6.33778029114043e-05,"ENSG00000285128",NA
"ENSG00000120251.21",695.37503190726,3.33305246967498,0.757410763688136,4.4005876724606,1.07958096795535e-05,6.35298304904376e-05,"ENSG00000120251","GRIA2"
"ENSG00000122359.18",11081.7346786931,-0.627579659876773,0.142638674054819,-4.39978613118332,1.08357616703486e-05,6.37550657635511e-05,"ENSG00000122359","ANXA11"
"ENSG00000188827.11",693.687651344853,0.821683108603505,0.186766596864826,4.39951855629841,1.08491300618723e-05,6.38238439031377e-05,"ENSG00000188827","SLX4"
"ENSG00000009780.16",983.042675634725,-0.524050627424566,0.11911649532675,-4.3994799039968,1.08510624826629e-05,6.38253350268345e-05,"ENSG00000009780","FAM76A"
"ENSG00000138678.11",330.260287871037,-1.1040999713024,0.250969366538798,-4.39934158710049,1.08579803247896e-05,6.3856145118638e-05,"ENSG00000138678","GPAT3"
"ENSG00000260318.1",108.432257680785,2.8948900428595,0.658043302665402,4.39923942867248,1.08630924247552e-05,6.38738154872099e-05,"ENSG00000260318",NA
"ENSG00000272235.1",3.19839201893608,2.26795942435447,0.515537370997533,4.39921439636104,1.08643454147126e-05,6.38738154872099e-05,"ENSG00000272235",NA
"ENSG00000218582.2",9.54312026902197,1.50094086697752,0.341210112341722,4.39887568594194,1.08813131038813e-05,6.39636798583652e-05,"ENSG00000218582",NA
"ENSG00000242136.1",18.0049272987865,3.6024509347113,0.818955363683613,4.39883673086612,1.08832661788478e-05,6.39652696024887e-05,"ENSG00000242136",NA
"ENSG00000259354.5",40.5161827436537,1.56871130823828,0.356638060824206,4.39860878733169,1.08947012031488e-05,6.40225794153198e-05,"ENSG00000259354",NA
"ENSG00000109089.7",2043.81199356217,0.859571046217062,0.195427541325913,4.3984130403788,1.09045302070294e-05,6.40704352117811e-05,"ENSG00000109089","CDR2L"
"ENSG00000237940.3",332.817032448325,2.13023669146859,0.484374722689759,4.39791052604743,1.09298016429612e-05,6.42089954345803e-05,"ENSG00000237940",NA
"ENSG00000213793.5",865.183517340585,0.919433536413846,0.209072214010429,4.39768402877287,1.09412104594297e-05,6.42660870851701e-05,"ENSG00000213793","ZNF888"
"ENSG00000178828.7",16.0956947778846,-2.70027526124008,0.614038215324832,-4.39756874058988,1.09470219666741e-05,6.42902889020726e-05,"ENSG00000178828","RNF186"
"ENSG00000100600.15",9342.6435206918,-0.97471776183783,0.221651041172977,-4.39753297200692,1.09488256071292e-05,6.42909492516243e-05,"ENSG00000100600","LGMN"
"ENSG00000166788.10",713.282635685284,0.652736840820789,0.14845052982452,4.39699906488965,1.09757817662959e-05,6.44392809028166e-05,"ENSG00000166788","SAAL1"
"ENSG00000280417.1",42.4824541326512,1.04008112341763,0.236548395524785,4.39690626989966,1.09804733030947e-05,6.44568703855998e-05,"ENSG00000280417",NA
"ENSG00000159335.18",14890.1517846605,0.995273872431481,0.226393404736963,4.39621407517523,1.1015529798922e-05,6.46513851322827e-05,"ENSG00000159335","PTMS"
"ENSG00000279456.1",27.9312757899152,-1.24858845073511,0.28401636559714,-4.39618487515666,1.10170109926852e-05,6.46513851322827e-05,"ENSG00000279456",NA
"ENSG00000163950.13",2739.53767369329,0.650338074435985,0.14793830013356,4.39600883509445,1.10259447920532e-05,6.46938248603028e-05,"ENSG00000163950","SLBP"
"ENSG00000197822.11",1069.25352907157,1.25205395025984,0.284823605602507,4.39589249497521,1.10318526940442e-05,6.47185000253227e-05,"ENSG00000197822","OCLN"
"ENSG00000243279.4",398.088888492739,0.912020881045728,0.207474153718908,4.39582890060302,1.10350833760787e-05,6.47274640551816e-05,"ENSG00000243279","PRAF2"
"ENSG00000153993.13",582.663560046965,-1.74984620579052,0.398092893529921,-4.39557257672825,1.10481141432309e-05,6.4793899900482e-05,"ENSG00000153993","SEMA3D"
"ENSG00000229720.1",4.03834849150368,2.14783339951856,0.488666475193092,4.39529517278603,1.10622331124861e-05,6.48666962472867e-05,"ENSG00000229720","LOC101929460"
"ENSG00000083720.13",2944.70045119488,-1.11336063789606,0.253335806814744,-4.39480171356205,1.10873911878375e-05,6.50041912408456e-05,"ENSG00000083720","OXCT1"
"ENSG00000198604.11",3587.89671011472,0.644668560299553,0.146707897336178,4.3942321579479,1.11164968012688e-05,6.51647842560113e-05,"ENSG00000198604","BAZ1A"
"ENSG00000149476.16",2448.9877423202,0.752072885345885,0.171175812932144,4.39356981844166,1.11504356245179e-05,6.53536556068528e-05,"ENSG00000149476","TKFC"
"ENSG00000136485.15",7911.86741520642,0.653921378813728,0.14884985039685,4.39316114238813,1.11714258469011e-05,6.54665875705171e-05,"ENSG00000136485","DCAF7"
"ENSG00000221867.9",52.8389503469064,7.80704147967922,1.77790650830814,4.39114286561021,1.12756419610567e-05,6.60671284139291e-05,"ENSG00000221867","MAGEA3"
"ENSG00000230606.11",36.2407271694101,1.97818326492617,0.450497594879429,4.39110727207237,1.12774881774319e-05,6.6067762839432e-05,"ENSG00000230606",NA
"ENSG00000126259.20",20.525620875717,2.86222061590667,0.651859836349015,4.39085284336217,1.12906936551433e-05,6.61349336364055e-05,"ENSG00000126259","KIRREL2"
"ENSG00000087995.16",1331.14295778827,0.501013726943815,0.114113584148514,4.39048278679748,1.13099268554999e-05,6.62373855202324e-05,"ENSG00000087995","METTL2A"
"ENSG00000286405.1",1.14375525336117,-3.62569095547941,0.825840430036768,-4.39030449903982,1.13192042861758e-05,6.62815081544939e-05,"ENSG00000286405",NA
"ENSG00000089737.17",9063.91559480559,-0.363738882632521,0.0828546734973436,-4.39008286773567,1.13307472826138e-05,6.633888155684e-05,"ENSG00000089737","DDX24"
"ENSG00000197753.11",88.5669926863661,1.20122204258292,0.27363275306177,4.38990592004079,1.13399711346415e-05,6.637951761971e-05,"ENSG00000197753","LHFPL5"
"ENSG00000213279.2",10.1129938712568,-1.46089259689034,0.332786246254032,-4.389882735043,1.13411802430624e-05,6.637951761971e-05,"ENSG00000213279",NA
"ENSG00000241468.8",1506.27239443421,0.883449496438577,0.201262901142363,4.38952977137933,1.13596026675048e-05,6.64771082828196e-05,"ENSG00000241468","ATP5MF"
"ENSG00000147606.9",83.5126849752324,-1.41682809488633,0.322823493792903,-4.38886302307121,1.13944806021286e-05,6.66709527612617e-05,"ENSG00000147606","SLC26A7"
"ENSG00000124787.14",434.939406793829,0.966039574940211,0.2201499847449,4.38809739668896,1.14346569875283e-05,6.68957349001057e-05,"ENSG00000124787","RPP40"
"ENSG00000253220.2",1.06856900470711,-2.65109348773704,0.604208929991984,-4.38770987342442,1.1455043851486e-05,6.70046918009291e-05,"ENSG00000253220",NA
"ENSG00000271781.1",30.0301484573434,1.24499782526002,0.283755701495409,4.38756937287538,1.14624438855731e-05,6.7037662201548e-05,"ENSG00000271781",NA
"ENSG00000130962.18",775.502301309385,-1.0745625434853,0.24492842917331,-4.38725119461302,1.14792189127599e-05,6.71254433115779e-05,"ENSG00000130962","PRRG1"
"ENSG00000156232.7",1025.28816149455,-0.511000088487087,0.116494695652667,-4.38646657364256,1.15206859870075e-05,6.73575634875562e-05,"ENSG00000156232","WHAMM"
"ENSG00000287742.1",8.0444403067078,1.58646402618669,0.361704827777935,4.38607368315438,1.15415038650961e-05,6.74689019578083e-05,"ENSG00000287742",NA
"ENSG00000119440.8",1.37439218787062,-1.89370245765711,0.431776890006613,-4.38583560511565,1.15541362457795e-05,6.75323630663145e-05,"ENSG00000119440","LCN1P1"
"ENSG00000137101.13",190.715857850392,0.950154237552699,0.216654590603353,4.38557168304928,1.15681553306851e-05,6.76039085159097e-05,"ENSG00000137101","CD72"
"ENSG00000285999.1",11.3815158098528,1.3616179750058,0.310496678593499,4.38528998498057,1.15831365595086e-05,6.76810538441007e-05,"ENSG00000285999",NA
"ENSG00000213538.5",20.4539302948199,2.33834992085968,0.533327756985043,4.38445194392021,1.16278147229929e-05,6.79316700007029e-05,"ENSG00000213538","KRT8P41"
"ENSG00000048544.6",2763.19129839907,0.45868761549369,0.104619621016227,4.38433642789191,1.16339860694547e-05,6.79572803365583e-05,"ENSG00000048544","MRPS10"
"ENSG00000232328.3",5.84708381808362,-2.9260947899712,0.667403723260416,-4.38429497467676,1.16362014347057e-05,6.79597783899737e-05,"ENSG00000232328",NA
"ENSG00000243069.8",122.608788567278,1.59489970421759,0.363813674657171,4.38383660460398,1.16607247556211e-05,6.80925424861654e-05,"ENSG00000243069","ARHGEF26-AS1"
"ENSG00000164081.13",3181.42819263239,0.619624972206221,0.141358864918373,4.38334711136809,1.16869676683935e-05,6.82353057769895e-05,"ENSG00000164081","TEX264"
"ENSG00000180929.6",8.45491275184175,-1.34424715391336,0.306689128093276,-4.38309359797235,1.17005812821165e-05,6.83042993611271e-05,"ENSG00000180929","GPR62"
"ENSG00000126249.8",199.976054378019,0.868620508354843,0.198198140541765,4.38258656706118,1.17278541538148e-05,6.84529979513695e-05,"ENSG00000126249","PDCD2L"
"ENSG00000122012.14",33.0210064565984,-1.3887876289254,0.316933648849626,-4.38195071418351,1.17621420436528e-05,6.86384949895302e-05,"ENSG00000122012","SV2C"
"ENSG00000161960.16",104.298822206214,-1.05902863610485,0.241680850751912,-4.3819302721338,1.17632459517766e-05,6.86384949895302e-05,"ENSG00000161960","EIF4A1"
"ENSG00000241935.9",80.5990946350517,-2.11310263262454,0.482283905661634,-4.3814496146738,1.17892308516841e-05,6.87795596726167e-05,"ENSG00000241935","HOGA1"
"ENSG00000230498.3",25.9639373791326,2.98388764118287,0.681046446966843,4.38132766784428,1.17958321467432e-05,6.88075125147219e-05,"ENSG00000230498",NA
"ENSG00000132254.13",5163.67341774982,0.885471063594441,0.202108672155854,4.38116313441324,1.18047443553663e-05,6.88489347452053e-05,"ENSG00000132254","ARFIP2"
"ENSG00000198251.7",9.18287498551403,3.80825911365337,0.869257028745578,4.38105069929553,1.18108382741381e-05,6.88739096473935e-05,"ENSG00000198251",NA
"ENSG00000205358.4",10.8694282804877,2.74524811957004,0.626687557098204,4.38056905466825,1.18369771333916e-05,6.90157493444605e-05,"ENSG00000205358","MT1H"
"ENSG00000198727.2",288137.852240738,-1.08866459513322,0.248526848500236,-4.38047076886418,1.18423178838981e-05,6.90363003153483e-05,"ENSG00000198727","MT-CYB"
"ENSG00000163541.12",5141.15522696541,-0.557149610901036,0.127191526565454,-4.38039880443075,1.18462298163578e-05,6.9048516784551e-05,"ENSG00000163541","SUCLG1"
"ENSG00000163762.7",1851.24733927127,-1.13156519956587,0.258356209280347,-4.37986453941964,1.1875310652408e-05,6.92074098499605e-05,"ENSG00000163762","TM4SF18"
"ENSG00000201217.1",5.61319994788641,-1.69705695941283,0.387488532164805,-4.3796314433663,1.18880197533717e-05,6.92708569779926e-05,"ENSG00000201217",NA
"ENSG00000180549.8",24.0697473842184,1.72237068514795,0.393300663796372,4.3792722557918,1.19076291626521e-05,6.93744862250144e-05,"ENSG00000180549","FUT7"
"ENSG00000229291.1",3.65775040081034,-1.45392989482211,0.332051057793379,-4.37863352848233,1.19425759882316e-05,6.95674266308038e-05,"ENSG00000229291",NA
"ENSG00000272763.1",5.18352104840213,2.93189616667823,0.669597575117624,4.37859436119254,1.19447221388831e-05,6.95692679806408e-05,"ENSG00000272763","LINC03057"
"ENSG00000171530.15",4013.43033882569,0.546777193402414,0.124912914249235,4.37726712797243,1.20176651324698e-05,6.99833854183268e-05,"ENSG00000171530","TBCA"
"ENSG00000140400.17",1896.0230426142,-0.678516493104812,0.155017384270895,-4.37703484867927,1.20304745299195e-05,7.00472490817722e-05,"ENSG00000140400","MAN2C1"
"ENSG00000116213.16",1068.0237661003,0.521661593328751,0.119196453563739,4.37648585785983,1.20608012834696e-05,7.02130720966458e-05,"ENSG00000116213","WRAP73"
"ENSG00000064607.17",4685.10648712572,0.517409982895869,0.118248132140814,4.37562922583606,1.21082682071891e-05,7.04786121415239e-05,"ENSG00000064607","SUGP2"
"ENSG00000183134.5",35.2924602871133,-1.62187409139571,0.370743640726937,-4.37465114227075,1.2162682885856e-05,7.07845054969097e-05,"ENSG00000183134","PTGDR2"
"ENSG00000163558.13",3144.00785528892,0.583439933306665,0.133374274977201,4.37445626906986,1.21735523020135e-05,7.08369188368353e-05,"ENSG00000163558","PRKCI"
"ENSG00000241003.1",2.49352220625623,2.48040502310537,0.567097391200393,4.37386075406734,1.2206825740437e-05,7.10196633796621e-05,"ENSG00000241003","RPS15AP26"
"ENSG00000132680.11",2712.26744422592,0.693842947658087,0.158658720317397,4.37317877183211,1.22450370039549e-05,7.12310760069386e-05,"ENSG00000132680","KHDC4"
"ENSG00000111058.8",2150.96884949587,-1.44551188967705,0.330573740181907,-4.3727365908787,1.22698732427334e-05,7.13646314752925e-05,"ENSG00000111058","ACSS3"
"ENSG00000074935.14",755.853622031798,-0.602873163293002,0.137892878261184,-4.37203988266235,1.23091032341509e-05,7.15818509172779e-05,"ENSG00000074935","TUBE1"
"ENSG00000275769.1",6.89708483126797,-1.17106604223699,0.267883893953303,-4.37154330167059,1.23371375645646e-05,7.17339070842646e-05,"ENSG00000275769",NA
"ENSG00000286656.1",20.4017856792739,-1.16977516872226,0.267595218091397,-4.37143524860272,1.23432457342601e-05,7.17584472530814e-05,"ENSG00000286656",NA
"ENSG00000176635.18",3.67785938076129,-2.55605386034582,0.584845363883368,-4.37047810958719,1.23974783294452e-05,7.20627123385104e-05,"ENSG00000176635","HORMAD2"
"ENSG00000137261.14",49.8618694147698,2.11520657377573,0.484068716537646,4.36964113050928,1.24450888133391e-05,7.23283979879353e-05,"ENSG00000137261","KIAA0319"
